,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000188517,166.0,2056.0,1357.0,740.0,197.0,2008.0,306.0,261.0,94.0,398.0,498.0,52.0,15.0,49.0,40.0,9.0,170.0,56.0,100.0,56.0,65.0,47.0,292.0,8.0,5.0,107.0,17.0,280.0,182.0,2.0,3.0,66.0,4.0,17.0,8.0,6.0,24.0,31.0,8.0,1.0,38.0,2.0,0.0,446.0,272.0,263.0,102.0,27.0,87.0,13.0,0.0,16.0,39.0,32.0,34.0,16.0,2.0,0.0,1419.0,744.0,565.0,50.0,81.0,709.0,69.0,152.0,187.0,231.0,2497.0,404.0,160.0,3.0,317.0,104.0,54.0,4.0,174.0,35.0,3.0,513.0,216.0,237.0,84.0,98.0,22.0,40.0,34.0,16.0,2.0,2.0,28.0,44.0,3.0,3.0,6.0,3.0
ENSG00000188536,4.0,6.0,0.0,0.0,1.0,7.0,2.0,76.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,2.0,7.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSG00000188580,23459.0,45727.0,10035.0,8480.0,26453.0,16656.0,17073.0,12346.0,729.0,2811.0,7858.0,3183.0,5595.0,520.0,1091.0,88.0,11930.0,9432.0,3115.0,834.0,921.0,521.0,3193.0,548.0,660.0,5475.0,145.0,3774.0,3591.0,465.0,46.0,439.0,376.0,3509.0,673.0,44.0,49.0,419.0,94.0,61.0,2443.0,319.0,39.0,13471.0,48581.0,5310.0,2811.0,2327.0,634.0,291.0,69.0,1292.0,321.0,893.0,1100.0,725.0,202.0,429.0,39712.0,6014.0,19579.0,9181.0,12005.0,5957.0,3004.0,34192.0,34397.0,9331.0,11872.0,5387.0,8026.0,33.0,15581.0,938.0,10667.0,2046.0,1673.0,1768.0,244.0,7218.0,7848.0,1488.0,530.0,1547.0,6288.0,903.0,1895.0,1628.0,395.0,5.0,265.0,1625.0,199.0,36.0,87.0,260.0
ENSG00000188641,24525.0,38018.0,2035.0,5569.0,18169.0,3798.0,6186.0,3669.0,1668.0,1054.0,1059.0,791.0,3758.0,1539.0,1494.0,239.0,5498.0,7416.0,1780.0,324.0,344.0,255.0,564.0,1180.0,351.0,2031.0,94.0,701.0,771.0,230.0,139.0,207.0,150.0,2040.0,537.0,84.0,119.0,156.0,112.0,137.0,768.0,78.0,106.0,3681.0,34608.0,2248.0,1398.0,1696.0,112.0,489.0,78.0,469.0,117.0,677.0,137.0,285.0,153.0,152.0,13112.0,2372.0,7921.0,6464.0,9298.0,667.0,1940.0,22264.0,26248.0,6708.0,1147.0,2135.0,2790.0,67.0,6299.0,2475.0,8049.0,1066.0,376.0,1415.0,330.0,3629.0,1598.0,361.0,142.0,326.0,4313.0,2216.0,1125.0,1324.0,322.0,55.0,632.0,1619.0,172.0,109.0,145.0,135.0
ENSG00000188649,1363.0,886.0,570.0,535.0,1384.0,681.0,429.0,912.0,488.0,743.0,302.0,90.0,185.0,64.0,236.0,36.0,84.0,537.0,123.0,13.0,111.0,92.0,116.0,87.0,8.0,53.0,7.0,56.0,194.0,0.0,7.0,107.0,2.0,148.0,71.0,48.0,9.0,3.0,3.0,20.0,6.0,10.0,3.0,489.0,2668.0,269.0,406.0,201.0,87.0,89.0,9.0,3.0,21.0,61.0,26.0,8.0,14.0,7.0,1192.0,265.0,796.0,678.0,546.0,596.0,489.0,1432.0,3239.0,66.0,1507.0,277.0,191.0,8.0,79.0,375.0,560.0,111.0,183.0,122.0,47.0,502.0,155.0,97.0,172.0,287.0,257.0,495.0,22.0,192.0,33.0,2.0,41.0,34.0,26.0,0.0,10.0,16.0
ENSG00000188730,71.0,1975.0,1562.0,790.0,60.0,2682.0,439.0,277.0,232.0,159.0,1522.0,117.0,25.0,64.0,172.0,4.0,196.0,28.0,163.0,263.0,398.0,214.0,726.0,210.0,9.0,175.0,7.0,1026.0,702.0,15.0,3.0,348.0,15.0,8.0,8.0,16.0,0.0,96.0,4.0,3.0,88.0,8.0,0.0,857.0,156.0,408.0,96.0,3.0,415.0,242.0,0.0,39.0,316.0,31.0,250.0,20.0,1.0,0.0,2952.0,1029.0,1431.0,74.0,56.0,1926.0,511.0,83.0,132.0,241.0,2757.0,680.0,134.0,0.0,451.0,297.0,167.0,8.0,638.0,372.0,1.0,455.0,838.0,918.0,536.0,570.0,13.0,114.0,40.0,7.0,4.0,3.0,10.0,43.0,4.0,1.0,1.0,2.0
ENSG00000188783,9.0,69.0,63.0,104.0,17.0,393.0,144.0,62.0,25.0,27.0,52.0,36.0,1.0,2.0,11.0,162.0,15.0,13.0,5.0,4.0,16.0,7.0,20.0,3.0,1.0,9.0,0.0,27.0,14.0,0.0,21.0,16.0,1.0,1.0,1.0,1.0,1.0,4.0,18.0,1.0,1.0,0.0,0.0,149.0,17.0,27.0,56.0,0.0,15.0,3.0,1.0,0.0,2.0,4.0,5.0,1.0,0.0,0.0,123.0,98.0,279.0,8.0,5.0,30.0,11.0,11.0,31.0,31.0,77.0,19.0,14.0,17.0,18.0,33.0,4.0,1.0,25.0,12.0,1.0,51.0,52.0,58.0,11.0,29.0,4.0,5.0,1.0,2.0,0.0,30.0,227.0,12.0,0.0,41.0,0.0,2.0
ENSG00000188803,170.0,2968.0,1320.0,1167.0,317.0,2538.0,1298.0,1186.0,394.0,796.0,2304.0,150.0,28.0,123.0,78.0,482.0,626.0,105.0,118.0,449.0,451.0,214.0,1310.0,125.0,64.0,452.0,4.0,1807.0,842.0,20.0,47.0,414.0,7.0,26.0,7.0,2.0,3.0,100.0,127.0,3.0,39.0,11.0,3.0,512.0,285.0,443.0,610.0,15.0,375.0,28.0,2.0,29.0,330.0,145.0,305.0,32.0,1.0,3.0,2138.0,1518.0,836.0,89.0,69.0,2567.0,374.0,255.0,292.0,350.0,3135.0,824.0,833.0,39.0,372.0,288.0,162.0,9.0,1328.0,137.0,5.0,960.0,1297.0,1720.0,527.0,921.0,46.0,58.0,149.0,27.0,9.0,45.0,354.0,272.0,5.0,17.0,1.0,2.0
ENSG00000189056,1119.0,2346.0,925.0,599.0,357.0,1247.0,580.0,170.0,54.0,676.0,5673.0,62.0,179.0,47.0,33.0,3.0,55.0,573.0,74.0,55.0,63.0,36.0,1825.0,16.0,5.0,23.0,9.0,2683.0,1163.0,1.0,2.0,196.0,0.0,46.0,7.0,3.0,5.0,81.0,10.0,3.0,12.0,1.0,4.0,314.0,489.0,232.0,79.0,54.0,657.0,6.0,1.0,2.0,209.0,43.0,100.0,6.0,3.0,0.0,1266.0,752.0,600.0,242.0,469.0,9059.0,87.0,373.0,607.0,51.0,2191.0,606.0,74.0,4.0,48.0,46.0,113.0,22.0,1089.0,36.0,7.0,441.0,907.0,553.0,455.0,828.0,79.0,21.0,8.0,53.0,6.0,2.0,42.0,10.0,14.0,1.0,22.0,16.0
ENSG00000189057,8.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,14.0,1.0,4.0,0.0,0.0,0.0,14.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,5.0,3.0,2.0,0.0,0.0,21.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189108,269.0,2137.0,2443.0,701.0,2984.0,2826.0,1270.0,1679.0,149.0,1051.0,2584.0,685.0,259.0,80.0,78.0,17.0,385.0,113.0,170.0,113.0,82.0,132.0,1198.0,145.0,53.0,402.0,14.0,883.0,702.0,20.0,15.0,865.0,46.0,635.0,16.0,6.0,5.0,23.0,8.0,15.0,43.0,65.0,2.0,2186.0,330.0,638.0,42.0,38.0,225.0,61.0,1.0,66.0,76.0,17.0,123.0,24.0,5.0,1.0,8516.0,829.0,1583.0,178.0,168.0,2267.0,132.0,211.0,374.0,188.0,2235.0,771.0,204.0,6.0,441.0,190.0,96.0,19.0,658.0,64.0,3.0,196.0,721.0,804.0,131.0,518.0,61.0,62.0,29.0,47.0,8.0,3.0,45.0,62.0,4.0,4.0,4.0,9.0
ENSG00000189120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000189337,12286.0,39320.0,18172.0,12698.0,3500.0,33902.0,6399.0,5095.0,2279.0,3417.0,24238.0,2182.0,1159.0,509.0,1726.0,2437.0,6739.0,3370.0,3867.0,2677.0,3512.0,2306.0,9490.0,963.0,712.0,5070.0,88.0,12963.0,8381.0,433.0,1149.0,4323.0,381.0,537.0,203.0,133.0,40.0,816.0,1190.0,37.0,1312.0,129.0,22.0,11616.0,6809.0,5192.0,1125.0,446.0,4673.0,940.0,15.0,844.0,3093.0,355.0,2873.0,441.0,43.0,94.0,37243.0,22000.0,24306.0,1712.0,3381.0,26153.0,3042.0,4508.0,11034.0,8759.0,24979.0,11723.0,6093.0,495.0,11850.0,2584.0,3334.0,389.0,12472.0,1764.0,117.0,4851.0,10551.0,11134.0,4649.0,8338.0,1716.0,2287.0,1437.0,669.0,196.0,434.0,6100.0,3072.0,64.0,979.0,64.0,76.0
ENSG00000196090,293.0,9511.0,7252.0,4184.0,236.0,11046.0,3140.0,1999.0,255.0,860.0,4319.0,1274.0,85.0,94.0,133.0,12.0,3099.0,196.0,1244.0,809.0,1569.0,272.0,1501.0,88.0,408.0,2812.0,23.0,2537.0,1838.0,269.0,10.0,1153.0,206.0,37.0,25.0,11.0,6.0,247.0,18.0,6.0,1008.0,50.0,4.0,5358.0,468.0,1660.0,334.0,37.0,868.0,93.0,0.0,409.0,727.0,43.0,646.0,179.0,0.0,5.0,19081.0,4980.0,7299.0,327.0,266.0,4190.0,283.0,308.0,588.0,7043.0,9308.0,3603.0,1227.0,10.0,7770.0,269.0,186.0,20.0,1536.0,154.0,7.0,1467.0,3451.0,1415.0,1612.0,1160.0,78.0,142.0,318.0,50.0,19.0,7.0,113.0,634.0,11.0,7.0,9.0,8.0
ENSG00000196104,44943.0,43256.0,6299.0,13172.0,16005.0,14427.0,8263.0,5303.0,428.0,2481.0,6154.0,1175.0,5249.0,272.0,1213.0,36.0,2162.0,15660.0,801.0,872.0,973.0,359.0,2902.0,342.0,197.0,1471.0,56.0,2870.0,2373.0,109.0,20.0,1034.0,111.0,2456.0,509.0,24.0,143.0,254.0,55.0,126.0,295.0,40.0,141.0,9051.0,37911.0,3470.0,1543.0,2204.0,833.0,275.0,113.0,201.0,697.0,710.0,737.0,96.0,187.0,532.0,15765.0,6511.0,18456.0,9644.0,10812.0,5200.0,2535.0,30936.0,30956.0,4129.0,8454.0,4695.0,866.0,14.0,3826.0,613.0,8236.0,2390.0,1917.0,1507.0,344.0,7590.0,2321.0,3045.0,1116.0,1959.0,5557.0,680.0,409.0,2349.0,393.0,3.0,152.0,755.0,239.0,18.0,107.0,366.0
ENSG00000196126,17.0,30.0,10.0,8.0,389.0,17.0,6.0,12.0,517.0,6.0,10.0,3.0,0.0,66.0,96.0,3.0,6.0,36.0,141.0,0.0,1.0,10.0,6.0,21.0,0.0,7.0,23.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,31.0,46.0,6.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,83.0,1.0,4.0,1.0,0.0,91.0,2.0,0.0,4.0,41.0,1.0,0.0,0.0,0.0,297.0,16.0,18.0,9.0,4.0,6.0,73.0,60.0,34.0,18.0,5.0,4.0,4.0,1.0,13.0,230.0,36.0,3.0,3.0,1.0,5.0,4.0,6.0,6.0,3.0,2.0,2.0,521.0,1.0,36.0,0.0,1.0,4.0,9.0,6.0,0.0,9.0,1.0
ENSG00000196132,24.0,309.0,84.0,83.0,19.0,145.0,43.0,26.0,11.0,32.0,1026.0,15.0,5.0,9.0,1.0,3.0,195.0,18.0,42.0,308.0,740.0,10.0,449.0,5.0,3.0,59.0,0.0,885.0,635.0,5.0,2.0,774.0,4.0,4.0,4.0,0.0,2.0,90.0,3.0,0.0,10.0,6.0,0.0,32.0,29.0,29.0,8.0,4.0,440.0,3.0,0.0,10.0,550.0,0.0,273.0,7.0,0.0,0.0,212.0,126.0,85.0,10.0,6.0,1061.0,13.0,12.0,49.0,163.0,136.0,55.0,175.0,0.0,97.0,12.0,10.0,2.0,718.0,6.0,0.0,38.0,591.0,910.0,825.0,662.0,4.0,6.0,25.0,3.0,1.0,0.0,5.0,108.0,1.0,0.0,1.0,1.0
ENSG00000196154,15.0,3.0,4.0,7.0,7.0,11.0,3.0,2.0,29.0,2.0,4.0,0.0,0.0,4.0,23.0,8.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,44.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196209,3.0,11.0,7.0,2.0,110.0,4.0,2.0,4.0,178.0,2.0,0.0,1.0,1.0,71.0,65.0,0.0,0.0,1.0,84.0,0.0,0.0,3.0,1.0,63.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,23.0,1.0,3.0,3.0,0.0,44.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,185.0,0.0,14.0,0.0,1.0,2.0,59.0,29.0,7.0,4.0,3.0,1.0,1.0,0.0,3.0,165.0,35.0,0.0,1.0,4.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,222.0,0.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0
ENSG00000196242,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196277,1807.0,9141.0,5134.0,2617.0,1608.0,7531.0,3475.0,2533.0,331.0,994.0,11618.0,1098.0,365.0,169.0,179.0,25.0,8981.0,791.0,2828.0,3027.0,3776.0,233.0,6402.0,103.0,489.0,4848.0,53.0,5836.0,5538.0,318.0,13.0,3620.0,283.0,188.0,39.0,21.0,14.0,602.0,33.0,23.0,1392.0,143.0,13.0,3897.0,3478.0,1006.0,304.0,282.0,2420.0,75.0,7.0,977.0,2583.0,62.0,2254.0,518.0,20.0,20.0,14907.0,2608.0,4189.0,1058.0,1154.0,10978.0,522.0,2336.0,4545.0,9934.0,6470.0,1760.0,5496.0,12.0,12047.0,197.0,1006.0,140.0,5868.0,346.0,20.0,1282.0,6967.0,8102.0,3696.0,4947.0,330.0,140.0,1548.0,91.0,76.0,1.0,99.0,2440.0,26.0,9.0,12.0,33.0
ENSG00000196353,186.0,1611.0,1232.0,456.0,166.0,1612.0,1203.0,672.0,130.0,112.0,398.0,470.0,35.0,46.0,32.0,7.0,1280.0,78.0,635.0,115.0,122.0,33.0,356.0,24.0,83.0,936.0,6.0,197.0,204.0,128.0,1.0,52.0,101.0,10.0,24.0,5.0,11.0,49.0,11.0,4.0,362.0,33.0,0.0,1302.0,284.0,383.0,103.0,25.0,88.0,26.0,5.0,166.0,54.0,22.0,219.0,124.0,2.0,6.0,5318.0,561.0,639.0,133.0,108.0,426.0,86.0,135.0,222.0,1374.0,1729.0,522.0,1206.0,11.0,2864.0,72.0,66.0,15.0,186.0,30.0,2.0,183.0,991.0,129.0,83.0,175.0,36.0,77.0,137.0,20.0,8.0,10.0,20.0,281.0,2.0,5.0,3.0,2.0
ENSG00000196369,278.0,744.0,284.0,219.0,1626.0,835.0,125.0,101.0,3473.0,78.0,564.0,30.0,23.0,789.0,486.0,85.0,413.0,262.0,1050.0,37.0,70.0,76.0,115.0,357.0,22.0,102.0,35.0,209.0,160.0,8.0,18.0,86.0,5.0,16.0,277.0,192.0,26.0,12.0,29.0,37.0,20.0,5.0,19.0,197.0,578.0,94.0,35.0,24.0,82.0,640.0,17.0,17.0,60.0,266.0,39.0,15.0,3.0,5.0,1091.0,270.0,327.0,77.0,78.0,294.0,522.0,458.0,120.0,216.0,476.0,147.0,191.0,9.0,184.0,675.0,233.0,14.0,150.0,39.0,39.0,137.0,185.0,163.0,84.0,113.0,42.0,1508.0,48.0,141.0,3.0,16.0,104.0,112.0,19.0,9.0,14.0,0.0
ENSG00000196376,242.0,8715.0,5600.0,4432.0,422.0,9612.0,5683.0,5650.0,983.0,2518.0,8259.0,1198.0,93.0,198.0,548.0,17.0,1277.0,142.0,674.0,2307.0,4918.0,871.0,3536.0,336.0,277.0,1006.0,26.0,4894.0,5063.0,76.0,6.0,3000.0,91.0,36.0,41.0,26.0,14.0,669.0,28.0,9.0,328.0,13.0,3.0,6401.0,569.0,1525.0,1835.0,43.0,2524.0,301.0,4.0,246.0,2329.0,142.0,1937.0,68.0,3.0,3.0,12152.0,3314.0,5860.0,228.0,218.0,7319.0,1099.0,371.0,582.0,1402.0,7954.0,2527.0,630.0,1.0,2116.0,827.0,369.0,15.0,4210.0,511.0,7.0,2530.0,6101.0,5204.0,4048.0,4058.0,53.0,359.0,160.0,44.0,8.0,3.0,52.0,240.0,9.0,5.0,9.0,8.0
ENSG00000196562,99.0,246.0,129.0,106.0,80.0,209.0,76.0,54.0,64.0,17.0,944.0,30.0,19.0,28.0,24.0,60.0,58.0,196.0,59.0,266.0,611.0,56.0,287.0,15.0,3.0,58.0,121.0,704.0,511.0,1.0,16.0,686.0,5.0,3.0,5.0,4.0,46.0,62.0,50.0,34.0,1.0,1.0,19.0,117.0,122.0,53.0,21.0,23.0,474.0,37.0,9.0,9.0,434.0,13.0,243.0,3.0,1.0,1.0,333.0,149.0,119.0,45.0,29.0,1106.0,108.0,95.0,118.0,21.0,258.0,85.0,40.0,23.0,41.0,52.0,55.0,14.0,1031.0,41.0,108.0,72.0,485.0,757.0,708.0,576.0,14.0,131.0,9.0,81.0,4.0,11.0,234.0,16.0,17.0,26.0,43.0,0.0
ENSG00000196569,6477.0,6650.0,1466.0,1992.0,5471.0,3302.0,2092.0,1907.0,169.0,462.0,398.0,532.0,1558.0,61.0,290.0,5215.0,981.0,2606.0,505.0,42.0,22.0,164.0,242.0,102.0,194.0,1624.0,44.0,189.0,221.0,117.0,3595.0,51.0,127.0,1130.0,86.0,12.0,45.0,17.0,3780.0,49.0,461.0,50.0,28.0,2772.0,3177.0,663.0,375.0,318.0,49.0,22.0,14.0,429.0,13.0,160.0,24.0,81.0,40.0,84.0,3345.0,1565.0,5430.0,2394.0,2962.0,560.0,377.0,5976.0,8129.0,1979.0,752.0,901.0,645.0,1388.0,4971.0,142.0,1166.0,375.0,164.0,246.0,164.0,1671.0,159.0,239.0,78.0,167.0,2660.0,344.0,165.0,565.0,100.0,2000.0,8902.0,110.0,94.0,2051.0,40.0,96.0
ENSG00000196616,1.0,23.0,15.0,9.0,3.0,25.0,13.0,8.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,106.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,21.0,3.0,3.0,0.0,0.0,6.0,6.0,3.0,4.0,8.0,1.0,6.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,144.0,0.0,0.0,30.0,0.0,0.0
ENSG00000196664,9.0,11.0,2.0,3.0,153.0,3.0,1.0,6.0,139.0,1.0,5.0,1.0,0.0,55.0,34.0,0.0,2.0,4.0,93.0,0.0,0.0,2.0,0.0,27.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,2.0,0.0,1.0,0.0,91.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,0.0,96.0,1.0,9.0,3.0,3.0,3.0,44.0,22.0,9.0,3.0,3.0,3.0,3.0,0.0,1.0,60.0,7.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,5.0,0.0,97.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000196704,720.0,5289.0,1894.0,1337.0,1225.0,3074.0,4640.0,3590.0,2060.0,2548.0,528.0,488.0,132.0,618.0,557.0,44.0,583.0,338.0,254.0,81.0,128.0,1757.0,194.0,341.0,38.0,231.0,39.0,243.0,231.0,36.0,16.0,138.0,17.0,59.0,28.0,29.0,15.0,21.0,21.0,19.0,69.0,12.0,4.0,2585.0,1776.0,1186.0,2298.0,48.0,86.0,97.0,6.0,39.0,89.0,426.0,46.0,32.0,8.0,13.0,2916.0,2897.0,1916.0,234.0,286.0,361.0,1294.0,930.0,901.0,484.0,3128.0,1201.0,306.0,7.0,493.0,974.0,963.0,49.0,265.0,367.0,32.0,1586.0,240.0,291.0,128.0,219.0,166.0,1878.0,102.0,95.0,10.0,10.0,84.0,154.0,7.0,8.0,13.0,9.0
ENSG00000196735,2.0,8.0,3.0,1.0,127.0,8.0,1.0,1.0,203.0,1.0,5.0,0.0,1.0,28.0,44.0,0.0,5.0,3.0,23.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,32.0,0.0,4.0,0.0,1.0,35.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,68.0,1.0,3.0,2.0,1.0,3.0,26.0,16.0,4.0,5.0,4.0,1.0,7.0,0.0,6.0,69.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
